SRR3437043_Aligned.sortedByCoord.out.bam	SRR3437044_Aligned.sortedByCoord.out.bam	SRR3437051_Aligned.sortedByCoord.out.bam	SRR3437052_Aligned.sortedByCoord.out.bam	SRR3437053_Aligned.sortedByCoord.out.bam	SRR3437054_Aligned.sortedByCoord.out.bam	SRR3437056_Aligned.sortedByCoord.out.bam	SRR3437060_Aligned.sortedByCoord.out.bam
CXorf49	0	0	0	0	0	0	0	0
CXorf49B	0	0	0	0	0	0	0	0
CXorf51A	0	0	0	0	0	0	0	0
CXorf51B	0	0	0	0	0	0	0	0
CXorf58	0	1	0	0	0	0	0	0
CXorf65	0	1	1	1	0	0	0	0
CXorf66	0	0	0	0	0	0	0	0
CYB561	203	204	541	571	558	505	420	557
CYB561A3	94	112	119	110	317	476	146	173
CYB561D1	51	67	44	34	48	86	36	35
CYB561D2	82	65	71	105	96	187	111	104
CYB5A	136	91	107	197	76	154	115	59
CYB5AP2	1	0	0	0	0	1	0	0
CYB5AP3	0	0	0	0	0	0	0	0
CYB5AP4	0	0	0	0	0	0	0	0
CYB5AP5	0	0	0	0	0	0	0	0
CYB5B	133	111	68	117	99	112	126	99
CYB5D1	10	20	25	39	20	29	13	18
CYB5D2	59	50	35	64	77	141	84	36
CYB5R1	137	101	115	126	130	164	100	135
CYB5R2	79	52	10	20	10	7	15	10
CYB5R3	458	263	229	253	177	327	238	293
CYB5R4	25	15	24	13	17	26	32	12
CYB5RL	39	27	41	30	39	45	38	42
CYBA	117	98	15	29	35	39	73	27
CYBB	66	75	7	11	35	19	49	22
CYBC1	203	190	436	198	158	303	227	152
CYBRD1	456	492	155	113	246	43	237	194
CYC1	208	123	133	180	161	457	255	327
CYCS	156	117	359	194	133	331	277	281
CYCSP1	0	0	0	0	0	0	0	0
CYCSP10	1	1	1	1	0	0	1	0
CYCSP11	0	0	0	0	0	0	0	0
CYCSP12	0	0	0	0	0	0	0	0
CYCSP17	0	0	0	0	0	0	0	0
CYCSP19	0	0	0	0	0	0	0	0
CYCSP2	0	0	0	0	0	0	0	0
CYCSP20	0	0	0	0	0	0	0	0
CYCSP22	0	0	0	0	0	0	0	0
CYCSP23	0	0	0	0	0	0	0	0
CYCSP24	0	0	0	0	0	1	0	0
CYCSP25	0	0	0	0	0	0	0	0
CYCSP26	0	0	0	0	0	0	0	0
CYCSP27	0	0	0	0	0	0	0	0
CYCSP28	0	0	0	0	0	0	1	0
CYCSP29	0	0	0	0	0	0	0	0
CYCSP30	0	0	0	0	0	0	0	0
CYCSP32	0	0	0	0	0	0	0	0
CYCSP33	0	0	0	0	0	0	0	0
CYCSP34	1	3	2	1	1	3	2	0
CYCSP35	0	1	0	0	0	0	0	0
CYCSP38	1	0	0	0	0	0	0	0
CYCSP39	0	0	0	0	0	0	0	0
CYCSP4	0	0	0	0	0	0	0	0
CYCSP40	0	0	0	0	0	0	0	0
CYCSP41	0	0	0	0	0	0	0	0
CYCSP42	0	0	0	0	0	0	0	0
CYCSP43	0	0	0	0	0	0	0	0
CYCSP44	0	0	0	0	0	0	0	0
CYCSP45	0	0	0	2	0	2	0	0
CYCSP46	0	0	0	0	0	0	0	0
CYCSP48	0	0	0	0	0	0	0	0
CYCSP49	0	0	0	0	0	0	0	0
CYCSP5	0	0	0	0	0	0	0	0
CYCSP51	0	0	0	0	0	0	0	0
CYCSP52	0	0	0	0	0	0	0	0
CYCSP53	0	0	0	0	0	0	0	0
CYCSP55	0	0	2	0	0	1	2	2
CYCSP6	0	0	0	0	0	0	0	0
CYCSP7	0	0	0	0	0	0	0	0
CYCSP8	0	0	0	0	0	0	0	0
CYCTP	0	0	0	0	0	0	0	0
CYFIP1	206	194	387	304	165	294	240	279
CYFIP2	74	80	63	91	81	108	117	96
CYGB	113	65	15	32	12	22	40	10
CYHR1	227	167	138	286	224	618	333	367
CYLC1	0	0	0	0	0	0	0	0
CYLC2	0	0	0	0	0	0	0	0
CYLD	111	146	52	70	84	98	67	31
CYLD-AS1	4	5	2	1	2	2	0	1
CYMP	0	0	0	0	0	0	0	0
CYMP-AS1	0	0	0	0	0	0	0	0
CYP11A1	9	8	0	2	1	1	1	1
CYP11B1	0	0	0	0	0	0	0	0
CYP11B2	0	0	0	0	0	0	0	0
CYP17A1	2	0	0	2	2	5	3	2
CYP19A1	0	0	0	0	0	0	0	2
CYP1A1	1	0	5	0	0	0	1	0
CYP1A2	0	0	0	0	0	0	0	0
CYP1B1	28	63	99	92	6	8	83	29
CYP1B1-AS1	4	5	18	3	5	2	7	1
CYP1D1P	0	0	0	0	0	0	0	0
CYP20A1	47	69	49	49	55	63	138	49
CYP21A1P	7	3	4	8	6	6	8	3
CYP21A2	26	13	3	13	20	13	59	7
CYP24A1	7	2	2	0	0	0	0	1
CYP26A1	0	0	0	0	0	0	0	0
CYP26B1	13	4	5	5	3	5	5	1
CYP26C1	0	1	0	0	0	0	0	0
CYP27A1	131	108	11	28	17	6	26	17
CYP27B1	1	3	3	6	11	10	4	4
CYP27C1	5	3	4	3	0	0	0	1
CYP2A13	0	0	0	0	0	0	0	0
CYP2A6	0	0	0	2	0	0	0	0
CYP2A7	3	0	0	0	0	0	0	1
CYP2A7P1	0	0	0	0	0	0	0	0
CYP2A7P2	0	1	0	0	0	0	0	0
CYP2AB1P	0	0	0	0	1	0	0	0
CYP2AC1P	0	0	0	0	0	0	0	0
CYP2B6	0	0	0	0	0	0	0	0
CYP2B7P	2	14	0	3	2	0	4	0
CYP2C18	0	0	0	0	0	0	0	0
CYP2C19	0	0	0	0	0	0	0	0
CYP2C23P	0	0	0	0	0	0	0	0
CYP2C56P	0	0	0	0	0	0	0	0
CYP2C58P	0	0	0	0	0	0	0	0
CYP2C59P	0	0	0	0	0	0	0	0
CYP2C60P	0	0	0	0	0	0	0	0
CYP2C61P	0	0	0	0	0	0	0	0
CYP2C8	3	2	2	3	1	0	0	0
CYP2C9	0	0	0	0	0	0	0	0
CYP2D6	27	26	17	30	33	55	26	18
CYP2D7	23	28	11	18	21	38	23	32
CYP2D8P	1	3	2	1	1	2	3	0
CYP2E1	9	15	4	17	9	44	2	24
CYP2F1	0	0	0	0	0	0	0	0
CYP2F2P	2	1	4	0	1	2	2	2
CYP2G1P	1	2	2	0	0	0	0	2
CYP2G2P	0	0	0	0	0	0	0	0
CYP2J2	18	13	15	55	5	64	11	8
CYP2R1	35	32	20	38	32	60	38	82
CYP2S1	5	7	1	1	3	1	0	0
CYP2T1P	15	13	0	4	4	0	5	1
CYP2T3P	0	0	0	0	0	0	0	0
CYP2U1	67	39	45	203	21	30	22	19
CYP2U1-AS1	5	4	5	6	2	6	4	9
CYP2W1	7	3	1	0	1	2	1	1
CYP39A1	27	41	53	82	113	140	26	22
CYP3A137P	0	0	0	0	0	0	0	0
CYP3A4	0	0	0	0	0	0	0	0
CYP3A43	1	3	0	0	0	2	0	0
CYP3A5	102	132	13	14	18	43	18	12
CYP3A51P	0	0	0	0	0	0	0	0
CYP3A52P	0	0	0	0	0	0	0	0
CYP3A54P	0	0	0	0	0	0	0	0
CYP3A7	0	0	1	0	1	1	0	0
CYP3A7-CYP3A51P	0	0	0	0	0	0	0	0
CYP46A1	12	6	16	18	16	17	12	9
CYP46A4P	0	0	0	0	0	0	0	0
CYP4A11	0	1	0	0	0	0	0	0
CYP4A22	0	0	0	1	0	0	0	0
CYP4A22-AS1	1	1	0	0	2	3	1	1
CYP4A26P	0	1	0	0	0	0	0	0
CYP4A27P	0	0	0	0	0	0	0	0
CYP4A43P	0	0	0	0	0	0	0	0
CYP4A44P	0	0	0	0	0	0	0	0
CYP4B1	137	60	0	2	0	4	3	3
CYP4F10P	0	0	0	0	0	0	0	0
CYP4F11	13	1	4	8	7	4	1	13
CYP4F12	121	76	5	3	2	5	3	2
CYP4F2	1	2	0	0	0	0	0	18
CYP4F22	3	4	0	0	2	0	0	0
CYP4F23P	5	3	0	0	0	1	1	2
CYP4F24P	10	30	2	3	5	4	6	3
CYP4F25P	3	19	3	26	0	1	6	1
CYP4F26P	8	8	2	4	6	30	10	4
CYP4F27P	0	7	1	43	6	27	1	19
CYP4F29P	24	21	1	1	3	0	1	46
CYP4F3	12	4	0	1	0	0	1	1
CYP4F30P	2	39	29	201	23	124	12	105
CYP4F32P	1	5	1	17	0	0	8	1
CYP4F34P	0	0	0	0	0	0	0	1
CYP4F35P	6	2	0	13	1	1	0	1
CYP4F36P	0	0	0	0	0	0	0	0
CYP4F44P	0	0	0	0	0	0	0	0
CYP4F60P	0	1	0	5	0	0	0	0
CYP4F62P	2	79	74	658	91	384	18	332
CYP4F8	21	3	33	0	3	11	1	18
CYP4F9P	0	0	0	0	0	0	0	0
CYP4V2	72	139	59	84	62	81	74	54
CYP4X1	21	28	20	6	13	19	4	30
CYP4Z1	3	1	0	1	1	2	0	2
CYP4Z2P	4	3	0	1	0	4	0	2
CYP51A1	6	11	19	1	1	4	7	8
CYP51A1-AS1	1	2	1	1	1	1	3	1
CYP51A1P1	0	0	1	0	0	0	0	0
CYP51A1P2	0	0	2	0	0	1	3	1
CYP51A1P3	0	1	0	0	0	0	1	1
CYP7A1	0	0	0	0	0	0	0	0
CYP7B1	12	21	15	17	5	10	37	2
CYP8B1	0	3	0	0	0	2	0	0
CYREN	66	68	52	44	70	58	75	44
CYRIA	45	35	14	31	14	19	32	25
CYRIB	40	61	36	40	30	93	51	42
CYS1	47	49	7	5	8	4	15	2
CYSLTR1	4	6	1	0	2	9	4	1
CYSLTR2	8	6	2	3	1	1	6	2
CYSRT1	2	11	8	16	24	40	29	18
CYSTM1	102	66	65	113	67	84	102	87
CYTH1	159	240	274	196	127	198	236	184
CYTH1P1	0	0	0	0	0	0	0	0
CYTH2	154	131	442	270	233	290	525	453
CYTH3	76	56	237	60	45	91	107	53
CYTH4	41	47	10	8	24	22	39	17
CYTIP	8	15	5	8	5	3	2	2
CYTL1	13	16	3	3	0	0	4	0
CYTOR	13	11	6	7	4	5	10	10
CYYR1	34	28	27	17	23	23	32	9
CYYR1-AS1	0	0	0	0	0	0	0	0
CZIB	153	114	58	98	101	201	113	104
CZIB-DT	0	0	0	0	0	0	0	0
D21S2088E	0	0	0	0	0	0	0	0
D2HGDH	135	153	155	230	234	549	403	434
DAAM1	53	80	142	99	58	126	97	63
DAAM2	189	196	53	44	22	12	33	21
DAAM2-AS1	24	35	8	3	3	1	8	3
DAB1	31	20	19	9	3	5	0	1
DAB1-AS1	0	0	0	0	0	0	5	0
DAB2	74	76	56	86	40	57	111	23
DAB2IP	191	134	89	85	58	71	75	43
DACH1	20	51	10	6	3	7	18	39
DACH2	1	1	0	1	0	1	0	0
DACT1	52	51	30	9	10	10	24	7
DACT2	4	15	11	1	39	49	13	68
DACT3	153	85	25	26	31	9	22	14
DACT3-AS1	29	23	28	25	36	42	56	31
DAD1	171	111	98	200	258	289	239	219
DAG1	165	213	274	168	154	235	166	162
DAGLA	19	30	21	25	13	20	7	8
DAGLB	30	44	38	32	23	51	47	40
DALRD3	251	232	164	435	405	538	514	441
DANCR	59	63	153	272	104	374	373	176
DAND5	1	0	0	1	0	0	0	0
DANT1	1	0	1	0	0	1	0	0
DANT2	0	5	1	0	0	0	0	0
DAO	0	0	0	0	0	0	0	0
DAOA	0	0	0	0	0	0	0	0
DAOA-AS1	0	0	0	0	0	0	0	0
DAP	299	236	241	337	216	261	351	290
DAP-DT	4	16	6	2	5	4	14	8
DAP3	195	181	247	236	172	306	306	201
DAP3P1	0	0	0	0	0	0	0	0
DAP3P2	0	0	0	1	0	0	0	0
DAPK1	72	82	183	234	44	64	58	275
DAPK1-IT1	0	0	0	0	0	0	0	0
DAPK2	26	29	21	27	47	61	38	2
DAPK3	200	108	89	140	102	152	188	102
DAPL1	6	24	0	0	0	7	92	7
DAPP1	20	18	3	1	3	5	0	1
DARS1	136	155	69	177	95	152	163	78
DARS1-AS1	18	24	22	17	24	20	13	21
DARS2	16	31	68	37	50	44	36	21
DAW1	0	0	0	0	0	0	0	0
DAXX	134	141	76	106	94	154	134	102
DAZ1	0	0	0	2	2	9	39	1
DAZ2	0	0	0	2	3	5	39	1
DAZ3	0	0	0	2	1	5	39	1
DAZ4	0	0	0	2	2	5	39	1
DAZAP1	222	215	197	270	278	511	421	304
DAZAP2	549	554	419	389	384	440	324	445
DAZAP2P1	1	1	3	1	0	1	0	0
DAZL	0	0	0	0	0	0	0	0
DBET	0	0	0	0	0	0	0	0
DBF4	8	19	44	15	10	22	45	16
DBF4B	51	44	20	30	15	36	15	34
DBF4P1	0	1	0	0	0	0	0	0
DBF4P2	0	0	0	0	0	0	0	0
DBF4P3	0	0	0	0	0	0	0	0
DBH	7	11	13	3	2	3	70	0
DBH-AS1	10	6	18	4	9	0	26	0
DBI	412	338	422	1921	565	634	786	544
DBIL5P	4	2	4	3	2	3	3	0
DBIL5P2	0	0	0	0	1	0	0	0
DBIP1	0	0	0	0	0	0	0	0
DBIP2	0	0	0	0	0	0	0	0
DBN1	167	100	133	89	135	257	269	140
DBNDD1	8	10	23	116	28	49	94	37
DBNDD2	32	13	9	8	4	2	14	9
DBNL	299	253	206	211	193	372	258	255
DBP	66	60	20	32	38	59	34	48
DBR1	39	33	31	29	26	61	37	30
DBT	67	84	88	107	67	78	91	35
DBX1	0	0	0	0	0	0	0	0
DBX2	0	0	0	0	0	0	1	0
DBX2-AS1	0	0	0	0	0	0	0	0
DCAF1	89	95	168	103	54	94	75	86
DCAF10	48	53	57	54	52	73	83	48
DCAF11	213	229	273	254	208	272	236	218
DCAF12	69	82	95	94	73	75	75	74
DCAF12L1	0	0	0	0	0	0	0	0
DCAF12L2	6	4	1	0	2	3	8	4
DCAF13	48	48	123	94	58	148	110	105
DCAF13P1	0	0	0	0	0	0	0	0
DCAF13P2	0	0	0	0	0	0	0	0
DCAF13P3	0	0	0	0	0	0	0	1
DCAF15	67	49	27	42	38	53	56	45
DCAF16	88	130	124	77	52	88	95	81
DCAF17	42	46	46	31	31	35	31	44
DCAF4	24	23	54	38	26	29	27	25
DCAF4L1	0	0	5	2	6	11	1	2
DCAF4L2	0	0	0	0	0	0	0	0
DCAF5	200	232	241	154	213	270	212	164
DCAF6	210	214	429	542	283	601	470	384
DCAF7	191	192	277	135	161	260	175	158
DCAF8	233	269	272	244	194	265	210	156
DCAF8L1	0	0	0	0	0	0	0	0
DCAF8L2	0	0	0	0	0	0	0	0
DCAKD	147	112	60	111	100	172	89	125
DCANP1	0	0	0	0	0	0	0	0
DCBLD1	21	27	23	9	26	34	43	19
DCBLD2	45	74	58	18	18	27	53	14
DCC	7	3	0	1	1	1	0	0
DCD	0	0	0	0	0	0	0	0
DCDC1	0	2	0	0	1	0	0	0
DCDC2	4	8	5	1	8	1	5	0
DCDC2B	17	15	21	20	25	33	18	32
DCDC2C	1	1	3	6	1	1	7	1
DCHS1	317	172	88	30	52	17	45	15
DCHS1-AS1	74	38	7	10	11	10	17	12
DCHS2	11	6	0	4	0	1	1	0
DCK	19	34	27	24	9	20	21	16
DCLK1	46	39	27	12	3	5	14	2
DCLK2	41	27	20	17	16	42	37	32
DCLK3	0	0	0	0	1	1	0	0
DCLRE1A	19	30	38	36	30	80	32	61
DCLRE1B	21	18	16	8	1	6	13	5
DCLRE1C	34	42	29	35	40	30	54	15
DCLRE1CP1	0	0	0	0	0	0	0	0
DCN	2479	1754	271	345	152	165	1008	118
DCP1A	64	62	68	44	45	52	82	40
DCP1B	67	53	29	37	21	38	52	24
DCP2	57	79	43	50	30	67	94	38
DCPS	40	40	31	25	22	34	39	25
DCST1	7	8	7	10	3	8	7	6
DCST1-AS1	3	3	1	4	3	7	6	6
DCST2	15	13	7	7	13	19	24	16
DCSTAMP	0	1	0	0	0	0	0	0
DCT	5	6	2	0	1	1	3	0
DCTD	155	123	110	135	112	124	168	109
DCTN1	294	206	221	116	149	293	164	149
DCTN1-AS1	9	1	2	1	3	2	8	3
DCTN2	291	240	186	269	284	421	312	285
DCTN3	117	106	54	95	74	117	100	97
DCTN4	163	166	195	167	146	214	162	170
DCTN5	161	142	146	181	114	148	163	141
DCTN6	58	41	21	57	13	31	37	18
DCTN6-DT	2	1	0	2	0	3	6	2
DCTPP1	40	29	35	46	30	47	51	54
DCUN1D1	39	41	76	50	87	115	73	57
DCUN1D2	41	44	26	39	34	71	26	31
DCUN1D2-AS	0	0	0	0	0	1	0	0
DCUN1D3	28	31	56	48	18	28	19	11
DCUN1D4	78	94	45	45	34	89	77	33
DCUN1D5	33	22	38	62	42	80	63	43
DCX	0	0	0	0	0	0	0	0
DCXR	200	121	357	897	241	270	644	427
DCXR-DT	0	0	1	1	1	0	1	0
DDA1	51	51	47	56	32	72	67	60
DDAH1	105	148	205	333	115	180	219	104
DDAH2	248	191	104	165	180	200	511	188
DDB1	414	378	367	352	248	541	312	344
DDB2	94	107	38	42	45	73	64	77
DDC	3	3	1	0	112	364	5	0
DDC-AS1	0	0	0	0	0	0	0	0
DDHD1	54	62	32	31	40	62	56	15
DDHD1-DT	0	0	0	0	0	0	0	0
DDHD2	177	166	87	97	32	39	55	34
DDI1	0	0	0	0	0	0	0	0
DDI2	89	129	190	185	124	224	164	157
DDIAS	0	4	2	0	1	3	1	1
DDIT3	60	54	34	87	91	140	118	97
DDIT4	110	87	74	35	44	119	97	46
DDIT4L	17	7	3	2	2	0	5	0
DDIT4L-AS1	0	0	0	0	0	0	0	0
DDN	0	1	1	1	2	3	1	3
DDN-AS1	17	24	19	19	22	39	34	21
DDO	25	15	8	0	19	11	0	0
DDOST	233	258	340	432	411	719	415	328
DDR1	369	396	520	300	419	488	395	484
DDR1-DT	0	1	0	0	0	0	0	1
DDR2	214	246	70	64	41	22	84	20
DDRGK1	128	117	142	174	133	255	109	202
DDT	9	21	40	17	19	38	22	32
DDTL	133	90	227	248	298	362	328	337
DDTP1	0	0	0	0	0	0	0	0
DDX1	225	188	189	183	122	202	194	136
DDX10	45	39	49	52	28	51	51	30
DDX10P1	0	0	0	0	0	0	0	0
DDX10P2	0	0	0	0	0	0	0	0
DDX11	40	116	56	59	20	80	50	52
DDX11-AS1	1	1	0	3	0	2	3	2
DDX11L1	2	1	0	2	1	8	3	0
DDX11L10	0	1	0	3	2	6	1	0
DDX11L16	2	0	0	0	1	3	1	0
DDX11L17	0	0	0	0	0	2	0	0
DDX11L2	5	0	1	1	4	16	2	0
DDX11L5	0	0	0	0	0	3	0	0
DDX11L8	0	0	0	0	0	2	0	0
DDX11L9	3	2	0	3	5	12	1	1
DDX12P	28	37	46	33	9	36	26	20
DDX17	1693	2134	1727	1389	1445	2610	1227	1502
DDX18	95	116	134	81	69	122	186	59
DDX18P1	0	1	1	0	0	0	0	0
DDX18P3	0	0	0	0	0	0	0	0
DDX18P4	0	0	0	0	0	1	0	0
DDX18P5	0	0	0	1	0	0	0	0
DDX18P6	0	0	0	0	0	0	0	0
DDX19A	38	47	19	33	31	53	34	30
DDX19A-DT	13	20	9	17	7	7	16	3
DDX19B	86	102	43	73	66	73	71	47
DDX20	40	56	42	29	30	32	39	21
DDX21	69	97	226	127	66	105	159	69
DDX23	261	239	273	222	143	236	177	175
DDX24	499	496	325	326	239	321	324	195
DDX25	0	1	0	1	0	0	1	1
DDX27	131	159	131	154	119	157	91	111
DDX28	11	17	6	18	16	37	24	18
DDX31	36	47	32	34	22	63	35	29
DDX39A	76	63	102	79	128	138	164	143
DDX39AP1	0	0	0	0	0	0	0	0
DDX39B	554	697	793	482	464	644	700	630
DDX39B-AS1	1	1	0	0	1	1	0	2
DDX39BP1	0	0	0	0	0	0	0	0
DDX39BP2	0	2	0	0	1	0	0	0
DDX3ILA1	0	1	0	0	1	0	0	0
DDX3P1	0	0	0	0	0	0	1	0
DDX3P2	0	0	0	0	0	0	0	0
DDX3P3	0	0	0	0	0	0	0	0
DDX3X	334	459	614	282	253	510	271	245
DDX3Y	139	181	256	114	83	102	149	19
DDX4	1	0	0	0	0	2	0	1
DDX41	129	113	93	116	112	171	212	163
DDX42	396	426	454	385	285	493	362	332
DDX43	5	5	6	1	0	1	4	12
DDX43P1	0	0	0	0	0	0	0	0
DDX43P2	0	0	0	0	0	0	0	0
DDX43P3	0	0	0	0	0	0	0	0
DDX46	84	94	85	75	63	119	186	94
DDX47	11	15	6	4	12	2	7	10
DDX49	81	62	46	84	88	193	168	97
DDX5	1693	2210	1783	1766	1753	3265	1846	2133
DDX50	75	92	67	47	42	65	75	50
DDX50P1	0	0	0	1	0	0	3	0
DDX50P2	0	0	0	0	0	0	0	0
DDX51	116	89	55	87	105	160	136	106
DDX52	60	50	57	55	33	59	59	24
DDX53	0	0	0	0	0	0	0	0
DDX54	111	100	134	142	153	313	241	138
DDX55	92	100	44	94	127	256	211	82
DDX55P1	0	0	0	0	0	0	0	0
DDX56	219	186	189	251	169	268	287	187
DDX58	5	3	6	5	3	1	17	3
DDX59	36	36	60	54	24	48	43	26
DDX59-AS1	0	0	0	1	1	0	0	0
DDX6	344	363	381	383	243	428	389	256
DDX60	32	58	17	16	26	17	49	22
DDX60L	21	55	23	27	33	20	70	20
DDX6P1	0	0	0	0	0	0	0	0
DDX6P2	0	0	0	0	0	0	0	0
DEAF1	97	68	95	144	83	96	115	109
DECR1	119	115	99	228	59	473	258	217
DECR2	48	29	69	78	70	85	137	50
DEDD	114	88	79	79	76	158	92	97
DEDD2	63	46	33	52	49	59	74	63
DEF6	70	103	75	144	75	72	143	54
DEF8	156	138	90	106	57	92	156	74
DEFA1	0	0	0	0	0	0	0	0
DEFA10P	0	0	0	0	0	0	0	0
DEFA11P	0	0	0	0	0	0	1	0
DEFA1B	0	0	0	0	0	0	0	0
DEFA3	0	0	0	0	0	0	0	0
DEFA4	0	0	0	0	0	0	0	0
DEFA5	0	0	0	0	0	0	3042	0
DEFA6	0	0	0	0	0	0	1627	0
DEFA7P	0	0	0	0	0	0	0	0
DEFA8P	0	0	0	0	0	0	0	0
DEFA9P	0	0	0	0	0	0	1	0
DEFB1	12	11	1	1	0	0	1	4
DEFB103A	0	0	0	0	0	0	0	0
DEFB103B	0	0	0	0	0	0	0	0
DEFB104A	0	0	0	0	0	0	0	0
DEFB104B	0	0	0	0	0	0	0	0
DEFB105A	0	0	0	0	0	0	0	0
DEFB105B	0	0	0	0	0	0	0	0
DEFB106A	0	0	0	0	0	0	0	0
DEFB106B	0	0	0	0	0	0	0	0
DEFB107A	0	0	0	0	0	0	0	0
DEFB107B	0	0	0	0	0	0	0	0
DEFB108A	0	0	0	0	0	0	0	0
DEFB108B	0	0	0	0	0	0	0	0
DEFB108C	0	0	0	0	0	0	0	0
DEFB108D	0	0	0	0	0	0	0	0
DEFB108E	0	0	0	0	0	0	0	0
DEFB108F	0	0	0	0	0	0	0	0
DEFB109A	0	0	1	0	0	1	0	0
DEFB109B	0	0	0	0	1	0	0	0
DEFB109C	0	0	0	0	0	0	0	0
DEFB109D	1	0	0	1	0	1	0	0
DEFB109F	3	3	0	3	0	1	2	2
DEFB110	0	0	0	0	0	0	0	0
DEFB112	0	0	0	0	0	0	0	0
DEFB113	0	0	0	0	0	0	0	0
DEFB114	0	0	0	0	0	0	0	0
DEFB115	0	0	0	0	0	0	0	0
DEFB116	0	0	0	0	0	0	0	0
DEFB117	0	0	0	0	0	0	0	0
DEFB118	0	0	0	0	0	0	0	0
DEFB119	0	0	0	0	0	0	0	0
DEFB121	0	0	0	0	0	0	0	0
DEFB122	0	0	0	0	0	0	1	0
DEFB123	0	0	0	0	0	0	0	0
DEFB124	4	6	1	2	0	1	2	3
DEFB125	0	0	0	0	0	0	0	0
DEFB126	1	0	1	0	0	0	0	0
DEFB127	0	0	0	0	0	0	0	0
DEFB128	0	0	0	0	0	0	0	0
DEFB129	0	0	0	0	0	0	0	0
DEFB130A	0	0	0	0	0	0	0	0
DEFB130B	0	0	0	0	0	0	0	0
DEFB130C	0	0	0	0	0	0	0	0
DEFB130D	0	0	0	0	0	0	0	0
DEFB131A	0	0	0	0	0	0	0	0
DEFB131B	0	0	0	0	0	2	0	0
DEFB131C	0	2	0	2	0	0	1	0
DEFB131D	0	0	0	0	0	0	1	0
DEFB131E	2	6	0	4	0	0	1	0
DEFB132	1	0	3	3	1	9	0	1
DEFB133	0	0	0	0	0	0	0	0
DEFB134	0	0	0	0	0	1	0	0
DEFB135	0	0	0	0	0	0	0	0
DEFB136	0	0	0	0	0	0	0	0
DEFB4A	0	0	0	0	0	0	0	0
DEFB4B	0	0	0	0	0	0	0	0
DEFT1P	0	0	0	0	0	0	0	0
DEFT1P2	0	0	0	0	0	0	0	0
DEGS1	200	177	222	602	298	800	199	652
DEGS2	59	37	14	67	44	67	107	58
DEK	174	192	157	88	79	92	190	86
DELE1	193	173	245	194	144	195	172	113
DELEC1	9	14	3	4	0	0	0	1
DENND10	60	71	62	48	42	52	93	48
DENND10P1	11	17	12	8	8	4	6	6
DENND11	83	98	201	98	84	128	108	53
DENND1A	75	46	102	88	65	149	74	102
DENND1B	16	25	31	23	13	17	19	13
DENND1C	43	71	67	75	46	88	39	50
DENND2A	95	64	17	14	5	14	29	16
DENND2B	331	265	86	75	56	54	79	73
DENND2C	14	18	6	4	4	3	11	3
DENND2D	40	78	47	41	41	56	57	19
DENND3	90	82	44	43	57	41	41	42
DENND3-AS1	9	6	9	5	6	8	5	5
DENND4A	30	46	49	52	34	37	49	31
DENND4B	138	151	143	79	111	176	137	134
DENND4C	52	100	86	41	43	82	111	52
DENND5A	219	201	129	71	89	121	98	98
DENND5B	18	21	14	6	2	9	7	8
DENND5B-AS1	4	0	3	5	1	6	2	4
DENND6A	60	62	50	31	24	50	53	20
DENND6A-AS1	6	1	2	1	0	2	0	0
DENND6A-DT	0	0	0	0	0	0	0	0
DENND6B	51	45	40	50	60	52	102	84
DENR	122	140	97	156	134	267	226	162
DEPDC1	1	7	1	10	2	9	5	5
DEPDC1-AS1	0	0	0	0	0	0	0	1
DEPDC1B	0	2	1	0	1	1	5	2
DEPDC1P1	0	0	0	0	0	0	0	0
DEPDC1P2	0	0	0	0	0	0	0	0
DEPDC4	2	8	6	4	1	3	2	1
DEPDC5	30	30	15	17	12	28	15	13
DEPDC7	4	8	14	1	0	0	0	1
DEPP1	57	53	34	170	49	13	64	31
DEPTOR	49	40	54	43	13	49	26	26
DERA	40	42	14	22	15	28	31	7
DERL1	132	116	196	127	120	220	119	144
DERL2	77	79	70	167	161	186	67	74
DERL3	8	12	9	9	9	10	11	6
DERPC	0	0	0	0	0	0	0	0
DES	11846	4350	1371	1598	766	197	1373	610
DESI1	94	63	123	112	95	169	86	95
DESI2	101	82	60	36	28	71	63	69
DET1	16	13	10	8	11	12	17	6
DEUP1	0	0	0	0	1	1	0	3
DEXI	117	60	45	67	58	126	74	66
DFFA	119	116	72	84	81	136	137	88
DFFB	31	34	22	18	16	47	35	19
DFFBP1	2	1	1	2	2	4	0	0
DGAT1	96	47	70	87	82	173	103	136
DGAT2	13	9	4	16	14	8	1	5
DGAT2-DT	0	0	0	0	0	0	0	0
DGAT2L6	0	0	0	0	0	0	0	0
DGAT2L7P	0	0	0	0	0	0	0	0
DGCR11	4	5	3	3	5	1	0	2
DGCR2	215	228	267	253	231	375	269	272
DGCR5	3	7	2	17	24	32	10	6
DGCR6	25	18	8	27	34	44	29	16
DGCR6L	84	72	39	116	111	168	175	125
DGCR8	165	180	113	112	117	172	135	128
DGKA	127	151	115	118	38	21	27	34
DGKB	3	0	1	0	0	1	0	0
DGKD	116	102	350	279	190	286	235	292
DGKE	43	39	23	22	26	58	26	23
DGKG	19	4	5	2	1	1	2	0
DGKH	27	29	16	7	9	12	17	4
DGKI	1	0	1	1	4	0	2	2
DGKK	0	1	0	0	0	0	0	0
DGKQ	50	58	96	56	55	90	94	85
DGKZ	195	148	98	105	96	190	119	118
